,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10
T6436,12,28,19,22,20,16,28,26,17,29
T6437,10,19,12,16,22,26,14,29,15,15
T6438,18,20,11,10,17,26,20,30,19,25
T6439,29,12,19,16,26,28,10,19,18,30
T6440,17,15,26,27,20,15,12,10,12,16
T6441,23,11,30,29,11,19,11,10,13,28
T6442,25,13,20,12,30,24,13,14,25,11
T6443,17,17,24,12,15,26,11,20,14,26
T6444,24,18,12,25,12,22,28,16,25,19
T6445,29,24,22,18,22,19,23,29,24,21
T6446,18,22,21,26,24,29,12,12,30,17
T6447,13,18,20,21,14,18,22,13,29,25
T6448,29,27,26,25,20,29,21,26,14,14
T6449,18,11,23,19,16,19,16,16,20,19
T6450,30,12,30,24,17,28,15,11,17,12
T6451,27,19,25,27,11,14,16,16,10,15
T6452,27,15,28,25,12,19,12,26,15,29
T6453,19,10,10,29,13,19,15,19,27,17
T6454,15,10,22,11,30,10,23,12,20,10
T6455,22,24,27,12,30,22,24,21,21,14
T6456,29,21,12,10,18,19,26,11,24,10
T6457,28,21,26,17,25,20,17,23,19,18
T6458,24,26,27,11,14,16,22,24,30,15
T6459,12,19,27,27,14,19,26,19,23,14
T6460,12,20,12,10,15,21,18,20,28,26
T6461,28,24,14,13,20,28,22,26,14,17
T6462,14,24,16,30,11,27,26,28,25,22
T6463,15,26,23,19,17,30,23,17,20,19
T6464,29,10,22,16,17,27,27,30,27,23
T6465,12,14,20,21,24,30,28,25,26,17
T6466,16,25,19,11,18,21,16,27,28,11
T6467,25,29,18,17,11,27,19,17,23,27
T6468,14,13,20,17,29,10,10,27,14,11
T6469,12,28,21,14,25,15,11,19,12,21
T6470,20,17,20,26,19,24,15,20,11,19
T6471,14,27,13,29,28,29,14,29,15,15
T6472,29,19,23,16,25,16,14,18,17,30
T6473,23,15,25,26,30,15,13,28,21,28
T6474,20,28,11,14,30,14,23,25,17,26
T6475,24,30,15,18,25,15,10,24,17,15
T6476,14,18,29,24,25,27,28,12,15,29
T6477,23,26,15,26,13,23,16,19,16,14
T6478,24,27,29,15,26,28,17,26,15,14
T6479,13,15,29,24,22,19,24,14,22,13
T6480,17,24,21,29,10,21,10,18,18,25
T6481,28,18,19,22,18,26,14,20,26,30
T6482,27,30,18,28,27,26,27,24,24,17
T6483,25,15,13,21,12,10,19,22,25,20
T6484,18,25,28,24,20,15,28,27,21,11
T6485,23,11,20,18,18,28,21,28,19,24
T6486,12,29,30,20,20,11,11,19,11,25
T6487,28,20,24,29,19,22,11,29,27,15
T6488,19,21,24,28,25,26,28,28,14,20
T6489,24,19,18,10,27,13,21,19,12,10
T6490,21,22,14,20,13,20,11,21,15,24
T6491,27,25,24,28,23,11,19,12,27,12
T6492,18,14,17,21,18,17,28,24,14,12
T6493,25,30,23,24,19,23,30,20,23,18
T6494,22,30,24,21,20,28,22,29,30,12
T6495,19,14,28,19,30,18,10,14,14,19
T6496,25,12,22,13,24,24,30,26,13,13
T6497,18,13,21,25,18,23,16,11,21,15
T6498,23,20,11,14,29,16,22,16,14,11
T6499,20,14,23,13,15,10,14,14,30,24
T6500,22,15,26,25,22,12,30,22,11,14
T6501,12,27,19,10,10,28,22,22,19,21
T6502,12,19,26,22,15,11,15,21,24,13
T6503,28,16,19,19,26,10,18,11,12,22
T6504,11,26,26,23,23,20,20,30,26,23
T6505,22,12,13,12,24,15,23,23,19,25
T6506,17,21,10,28,27,21,26,21,27,30
T6507,26,19,24,19,10,19,21,18,11,19
T6508,12,12,30,16,18,26,16,21,16,25
T6509,22,12,14,13,16,13,20,23,20,24
T6510,14,22,27,18,16,22,25,25,23,26
T6511,12,24,20,16,23,11,29,29,16,11
T6512,26,28,27,25,29,14,24,17,25,13
T6513,15,30,27,10,16,16,26,17,26,13
T6514,22,26,12,22,20,20,18,15,27,24
T6515,27,13,29,16,24,25,17,16,27,26
T6516,28,14,11,17,14,14,23,23,21,12
T6517,17,21,22,13,17,28,21,17,13,30
T6518,27,24,18,16,18,25,12,21,20,30
T6519,13,13,26,24,30,14,26,30,14,29
T6520,17,24,25,11,27,26,29,21,24,14
T6521,18,21,15,16,10,20,21,25,11,24
T6522,15,22,26,13,17,25,26,18,16,18
T6523,12,28,14,25,17,25,16,16,28,13
T6524,27,12,21,22,24,16,10,30,28,23
T6525,27,11,13,29,27,26,12,20,20,15
T6526,23,11,11,19,26,19,14,16,25,21
T6527,24,14,26,13,27,21,15,13,21,11
T6528,15,25,19,27,19,26,22,17,23,12
T6529,12,14,13,25,29,19,18,11,11,14
T6530,25,20,10,15,29,21,19,11,24,12
T6531,10,30,12,20,21,13,23,11,20,23
T6532,11,22,14,21,14,28,23,17,17,11
T6533,20,26,12,24,12,14,12,29,22,18
T6534,24,21,30,15,27,24,13,25,13,10
T6535,10,15,29,19,13,27,21,23,12,28
T6536,17,24,23,17,19,20,30,15,11,11
T6537,13,11,14,26,23,19,13,14,21,26
T6538,11,20,27,11,19,25,19,13,30,27
T6539,22,14,20,11,28,14,30,30,13,10
T6540,27,12,11,27,26,11,16,25,29,21
T6541,25,23,29,16,21,21,13,22,25,12
T6542,14,16,11,26,18,10,17,18,13,25
T6543,28,28,19,14,17,22,29,17,20,27
T6544,16,30,25,25,23,26,18,28,20,29
T6545,21,24,15,10,23,12,26,14,14,20
T6546,18,28,16,10,12,23,22,18,13,23
T6547,23,28,20,15,28,27,24,27,11,19
T6548,11,14,27,30,19,11,29,24,10,23
T6549,20,28,11,20,22,23,15,26,11,20
T6550,30,29,28,29,22,15,14,20,23,24
T6551,30,26,24,20,24,26,21,28,25,26
T6552,16,21,28,20,24,18,19,13,22,19
T6553,14,25,11,21,21,22,29,27,24,24
T6554,26,22,30,12,19,12,26,17,15,12
T6555,16,24,27,23,25,13,17,14,13,14
T6556,12,16,16,24,15,16,15,22,19,18
T6557,16,17,16,22,24,14,22,29,24,18
T6558,26,11,13,26,19,13,16,13,14,14
T6559,27,27,30,14,27,20,14,27,27,29
T6560,29,17,26,24,11,11,16,13,29,27
T6561,30,20,25,15,29,14,25,12,18,26
T6562,26,10,18,25,16,18,10,22,22,26
T6563,28,14,17,13,11,30,22,28,26,30
T6564,28,11,25,14,25,26,21,10,10,10
T6565,18,12,12,13,18,24,17,12,25,20
T6566,18,24,25,29,15,30,14,18,16,14
T6567,24,29,29,10,14,27,29,12,25,25
T6568,21,29,23,20,17,14,28,26,23,27
T6569,28,19,26,29,13,12,16,29,17,17
T6570,21,26,20,22,27,17,26,28,11,21
T6571,25,29,16,23,29,14,29,13,29,14
T6572,20,11,15,25,13,16,19,21,22,22
T6573,26,12,12,23,16,24,15,20,21,13
T6574,30,14,20,16,27,19,12,11,25,14
T6575,12,27,13,17,13,17,27,20,19,17
T6576,28,30,20,27,30,27,14,13,18,26
T6577,23,29,19,19,25,13,12,28,14,10
T6578,14,29,16,30,10,15,29,23,29,13
T6579,18,15,14,15,28,24,28,18,24,27
T6580,18,23,10,30,11,18,17,26,11,18
T6581,14,18,17,16,30,19,24,17,15,11
T6582,30,16,29,27,21,26,20,28,26,24
T6583,16,16,11,11,18,21,12,14,18,12
T6584,14,30,14,22,28,16,20,15,16,20
T6585,25,23,12,22,26,21,26,18,13,25
T6586,19,24,22,19,20,21,23,26,25,24
T6587,27,17,12,10,20,18,22,18,17,15
T6588,18,21,13,12,23,21,17,17,20,24
T6589,17,19,11,22,17,13,27,10,14,10
T6590,23,18,24,30,19,15,22,29,12,19
T6591,25,13,14,18,19,19,21,21,23,21
T6592,24,24,17,22,21,19,27,12,16,28
T6593,21,26,25,20,16,19,26,20,20,20
T6594,26,17,30,10,14,12,19,14,17,16
T6595,23,25,16,10,21,11,27,14,13,21
T6596,23,26,14,22,29,22,17,14,17,16
T6597,16,30,11,19,15,16,12,26,11,17
T6598,22,17,25,22,12,16,13,30,30,16
T6599,13,24,10,12,14,17,17,29,18,25
T6600,28,12,21,21,14,10,12,28,23,16
T6601,15,12,10,20,29,20,27,29,19,28
T6602,27,26,25,15,18,23,10,23,14,17
T6603,19,23,11,15,11,14,17,30,21,14
T6604,23,11,24,23,19,14,18,23,24,30
T6605,25,20,23,10,21,24,25,21,26,28
T6606,10,16,27,27,14,18,15,27,18,26
T6607,23,21,20,15,21,28,15,30,13,28
T6608,22,17,12,18,28,16,26,15,16,23
T6609,12,30,28,27,25,15,26,13,26,29
T6610,18,30,22,14,24,28,21,19,20,19
T6611,22,26,23,14,16,18,14,14,21,30
T6612,18,28,20,28,16,28,17,14,24,11
T6613,11,16,14,21,20,24,29,23,30,28
T6614,17,12,19,10,29,28,11,20,13,17
T6615,19,24,28,19,30,21,15,14,10,29
T6616,27,16,27,17,11,24,26,14,23,30
T6617,30,20,29,24,20,11,28,26,16,23
T6618,10,20,27,13,30,11,18,28,27,10
T6619,18,22,15,12,19,20,25,30,29,14
T6620,10,25,18,29,19,30,11,29,20,27
T6621,19,23,25,20,21,27,21,24,27,21
T6622,20,17,20,23,15,10,13,18,16,19
T6623,13,29,14,25,29,19,23,10,15,29
T6624,19,27,23,13,22,30,19,24,25,17
T6625,11,27,25,12,29,14,18,29,12,22
T6626,25,20,28,20,28,22,20,28,15,17
T6627,30,14,14,24,11,25,11,21,10,11
T6628,22,23,12,23,27,11,12,11,25,29
T6629,26,24,16,14,21,29,20,15,13,30
T6630,17,27,24,18,16,14,24,17,25,17
T6631,14,29,23,21,21,15,13,20,15,14
T6632,20,19,18,19,14,21,13,13,22,23
T6633,29,23,21,12,11,24,18,15,12,16
T6634,27,17,30,11,18,17,15,20,18,12
T6635,29,22,22,26,12,16,19,12,19,13
T6636,14,28,15,20,15,22,20,28,26,25
T6637,18,28,25,10,15,29,25,29,24,28
T6638,13,16,19,11,18,18,25,21,28,10
T6639,19,23,20,23,13,21,28,11,10,23
T6640,25,10,15,25,11,14,21,30,12,25
T6641,29,20,22,11,10,30,27,15,11,25
T6642,10,21,13,29,17,24,20,16,18,12
T6643,16,23,14,26,11,14,13,14,10,12
T6644,27,29,21,10,13,26,20,15,28,18
T6645,27,11,11,29,12,21,28,12,30,21
T6646,20,27,10,23,25,22,19,13,12,21
T6647,22,12,27,15,17,23,14,19,21,22
T6648,25,11,22,13,27,19,20,28,13,30
T6649,11,13,28,26,27,21,13,10,19,25
T6650,29,17,30,17,11,27,27,25,25,27
T6651,29,26,25,17,25,16,28,30,15,18
T6652,19,25,30,10,25,29,17,20,14,28
T6653,30,28,14,12,24,27,28,18,30,18
T6654,26,25,16,18,30,16,16,28,17,22
T6655,18,30,30,13,30,16,12,30,24,12
T6656,21,10,20,10,26,14,22,10,20,13
T6657,13,26,16,26,12,25,27,30,26,16
T6658,14,18,10,12,15,25,30,17,19,21
T6659,13,29,27,12,15,19,29,12,20,20
T6660,14,29,21,18,18,28,25,16,26,17
T6661,20,19,11,15,24,13,19,16,15,29
T6662,24,12,20,11,14,10,20,26,23,14
T6663,25,16,15,11,28,22,18,25,17,21
T6664,23,27,19,29,23,26,10,12,15,15
T6665,27,28,12,15,28,22,29,10,25,13
T6666,22,23,28,16,30,27,22,25,14,29
T6667,19,20,14,25,27,15,30,18,30,19
T6668,29,12,27,13,15,22,11,13,15,21
T6669,17,21,12,11,22,17,29,23,12,24
T6670,30,14,26,16,20,27,27,29,23,24
T6671,17,15,20,10,23,30,29,25,26,13
T6672,23,28,16,25,29,12,16,17,20,17
T6673,27,13,11,19,13,19,14,25,16,25
T6674,28,11,30,10,27,27,11,25,24,19
T6675,18,20,25,17,21,16,30,18,10,26
T6676,12,11,15,27,10,12,19,15,16,14
T6677,21,25,13,12,24,11,25,29,22,21
T6678,30,25,25,26,25,11,28,29,17,20
T6679,23,26,16,29,12,25,26,25,25,25
T6680,22,30,10,21,18,26,17,23,15,14
T6681,25,17,26,16,23,27,26,30,14,24
T6682,14,24,16,26,21,22,29,22,15,16
T6683,14,28,18,30,10,21,22,19,22,11
T6684,16,21,18,17,25,11,16,13,29,14
T6685,13,20,24,11,13,18,20,22,17,22
T6686,10,27,14,15,20,16,12,15,30,29
T6687,17,10,30,28,26,10,19,25,22,29
T6688,28,14,30,18,22,27,19,15,28,13
T6689,14,20,24,26,17,11,19,20,26,21
T6690,14,28,15,13,25,19,17,23,11,11
T6691,16,10,15,13,24,17,27,25,22,19
T6692,10,28,13,12,29,26,29,23,10,11
T6693,26,14,19,26,24,13,26,30,25,21
T6694,28,24,28,28,24,29,13,11,30,17
T6695,15,10,29,12,12,27,29,28,18,26
T6696,26,13,23,30,12,26,23,29,17,23
T6697,19,19,23,27,30,29,12,16,15,12
T6698,18,10,12,24,23,26,13,25,23,21
T6699,26,13,10,16,15,14,23,14,16,27
T6700,10,17,21,13,19,15,14,18,29,24
T6701,27,24,18,24,27,20,30,25,22,23
T6702,17,13,27,27,11,13,25,13,30,16
T6703,26,28,22,27,16,24,28,12,20,21
T6704,14,13,24,30,21,18,15,23,26,11
T6705,21,27,23,21,30,11,23,16,22,15
T6706,27,28,23,12,26,19,20,30,22,24
T6707,17,13,30,12,14,20,16,29,23,15
T6708,29,22,16,17,15,25,22,23,19,11
T6709,11,19,11,10,30,10,12,30,12,21
T6710,22,19,12,28,17,12,25,26,10,11
T6711,28,20,22,19,22,26,23,15,16,26
T6712,15,21,15,21,16,13,27,13,28,28
T6713,13,26,18,20,20,25,25,18,25,28
T6714,12,30,12,24,21,29,29,28,29,26
T6715,19,16,24,29,23,21,15,20,17,30
T6716,10,19,29,11,20,11,18,27,24,13
T6717,12,13,10,21,25,12,21,14,29,22
T6718,26,23,16,28,12,12,11,20,16,24
T6719,20,20,12,17,21,25,26,20,25,15
T6720,17,15,15,15,29,13,29,24,19,10
T6721,14,30,16,12,14,25,17,19,16,29
T6722,13,21,23,12,23,12,10,10,18,14
T6723,22,28,22,26,13,21,17,27,21,22
T6724,26,27,28,14,16,14,17,16,17,17
T6725,24,14,28,27,14,25,22,12,21,14
T6726,12,28,23,14,25,29,12,23,25,29
T6727,26,22,22,24,10,13,16,22,27,19
T6728,18,19,26,12,22,16,19,25,18,21
T6729,27,20,10,11,28,15,19,24,25,10
T6730,10,29,17,25,16,23,30,28,16,26
T6731,18,14,26,16,27,13,13,18,26,25
T6732,24,10,10,14,25,11,11,17,13,17
T6733,22,13,17,16,27,18,21,27,26,21
T6734,16,27,14,13,12,29,18,27,24,10
T6735,16,22,12,20,26,28,29,16,11,21
T6736,13,14,12,23,28,29,11,26,29,18
T6737,25,23,29,23,28,17,30,17,22,16
T6738,26,24,22,21,26,14,22,14,12,22
T6739,26,17,29,25,23,10,14,22,13,30
T6740,15,25,10,22,24,13,18,29,30,13
T6741,21,28,20,17,16,29,18,26,15,29
T6742,15,18,14,28,20,25,14,21,22,29
T6743,12,13,30,23,13,17,30,27,26,23
T6744,12,13,22,22,20,19,18,26,16,15
T6745,12,14,12,29,29,29,13,29,26,20
T6746,12,18,22,12,21,27,28,20,19,15
T6747,16,30,29,27,10,26,14,15,20,25
T6748,23,25,30,22,16,14,25,15,10,29
T6749,16,30,30,19,18,24,15,20,14,22
T6750,13,11,24,23,11,17,14,11,21,14
T6751,20,30,15,12,11,21,22,17,28,11
T6752,28,19,11,22,24,21,12,11,17,27
T6753,25,14,19,16,30,27,13,21,16,17
T6754,15,17,11,11,13,12,21,22,25,13
T6755,25,11,25,22,11,14,24,15,18,17
T6756,28,25,14,19,18,30,17,16,13,15
T6757,28,18,14,21,21,29,13,13,25,13
T6758,26,24,24,16,17,16,11,22,14,16
T6759,20,18,30,22,22,26,20,20,22,16
T6760,23,27,12,21,30,12,23,13,24,15
T6761,20,17,19,13,13,29,17,21,14,15
T6762,19,24,23,27,17,16,12,26,11,23
T6763,30,22,11,30,22,30,20,13,24,26
T6764,24,21,17,28,14,19,11,30,11,14
T6765,16,13,19,18,21,14,20,22,21,12
T6766,13,29,29,26,28,17,22,30,13,21
T6767,25,18,29,24,25,18,22,21,17,11
T6768,18,14,22,21,25,29,15,28,24,16
T6769,28,23,12,29,20,30,29,17,25,15
T6770,22,10,29,10,30,23,23,26,17,27
T6771,15,25,15,11,12,17,18,30,25,26
T6772,25,19,16,26,15,15,30,30,18,21
T6773,15,12,18,10,11,24,11,26,25,19
T6774,30,16,23,29,12,25,24,26,20,20
T6775,27,28,27,13,17,23,24,12,21,27
T6776,24,18,23,18,18,18,26,21,13,18
T6777,11,15,11,23,18,30,21,27,18,19
T6778,27,15,25,13,11,11,20,18,18,17
T6779,18,19,25,22,23,16,19,27,25,30
T6780,29,27,24,25,10,10,18,28,12,19
T6781,16,10,28,26,27,16,19,10,24,24
T6782,19,24,11,27,25,16,15,25,18,22
T6783,21,26,11,12,28,11,18,14,27,29
T6784,13,28,11,12,15,22,28,18,23,26
T6785,19,23,28,20,25,18,22,21,13,25
T6786,19,18,18,28,24,13,18,10,10,28
T6787,18,13,17,15,11,15,11,10,13,13
T6788,18,13,26,30,15,10,20,29,22,20
T6789,30,25,17,19,26,26,27,20,28,29
T6790,26,17,19,29,21,17,19,11,25,13
T6791,27,20,18,18,10,23,24,18,19,29
T6792,10,23,16,17,14,27,27,21,23,14
T6793,27,17,22,15,20,24,10,11,30,16
T6794,10,16,22,28,13,18,25,10,28,11
T6795,27,29,11,24,22,15,24,16,19,23
T6796,11,21,19,11,11,27,27,25,21,29
T6797,25,10,23,21,23,29,11,29,25,28
T6798,27,11,18,13,30,25,30,19,22,14
T6799,18,29,29,11,23,11,20,11,25,10
T6800,20,22,20,13,29,10,19,11,17,10
T6801,15,18,24,11,13,13,28,20,26,14
T6802,14,18,21,12,27,21,17,16,13,18
T6803,17,18,18,16,20,10,12,14,28,28
T6804,17,25,21,17,22,27,26,25,12,18
T6805,14,23,12,30,21,28,23,12,11,27
T6806,22,22,22,18,17,28,26,14,14,11
T6807,26,25,28,23,16,17,28,10,20,11
T6808,24,30,12,15,13,29,19,16,18,24
T6809,30,13,17,25,25,25,14,27,16,30
T6810,24,18,13,17,28,22,18,21,18,10
T6811,25,15,17,23,28,23,20,17,19,18
T6812,18,20,10,17,22,13,13,14,12,30
T6813,16,12,21,14,16,11,10,28,28,27
T6814,11,15,24,26,13,10,25,24,22,27
T6815,27,21,20,17,25,12,21,24,25,19
T6816,13,10,21,24,10,26,23,19,24,24
T6817,18,20,26,16,15,12,10,14,25,16
T6818,23,28,19,17,19,19,13,15,11,19
T6819,25,14,24,12,18,16,24,30,25,27
T6820,27,27,18,24,24,21,29,29,27,22
T6821,23,13,17,21,29,17,22,21,30,12
T6822,22,12,15,22,30,14,29,20,24,10
T6823,20,24,15,10,19,21,27,21,12,17
T6824,22,24,13,17,28,26,14,11,26,11
T6825,21,29,18,14,23,17,11,23,15,20
T6826,11,14,13,14,29,19,20,10,20,17
T6827,11,16,16,12,27,11,24,28,25,11
T6828,22,20,26,23,13,13,28,10,30,29
T6829,25,11,14,10,26,12,19,13,29,16
T6830,20,29,15,18,12,20,17,18,13,12
T6831,12,20,18,30,27,26,18,17,23,14
T6832,28,19,24,17,29,28,22,14,28,20
T6833,20,13,13,30,22,10,11,17,14,20
T6834,12,17,30,15,14,27,24,10,22,12
T6835,16,15,25,18,20,15,11,29,21,11
T6836,19,15,17,26,13,30,29,14,29,18
T6837,24,12,17,22,28,25,18,12,25,19
T6838,29,28,17,12,22,30,14,29,14,19
T6839,29,14,22,26,18,21,11,22,17,11
T6840,26,11,30,29,21,11,20,17,17,27
T6841,29,13,10,30,22,16,26,16,29,30
T6842,16,23,24,22,26,14,23,16,22,26
T6843,24,11,14,22,17,25,26,14,22,17
T6844,11,21,29,16,14,18,11,30,20,28
T6845,28,18,23,27,18,11,22,27,27,15
T6846,28,11,11,25,25,25,15,26,15,27
T6847,27,26,12,16,27,23,10,12,27,14
T6848,11,12,18,25,11,16,20,28,14,15
T6849,10,11,23,11,18,24,30,18,27,20
T6850,21,15,14,11,26,21,12,21,28,10
T6851,27,24,21,26,25,24,25,17,23,11
T6852,15,12,15,13,29,17,22,23,14,18
T6853,27,17,11,19,17,11,20,12,17,17
T6854,17,11,14,16,28,22,11,22,12,12
T6855,19,26,22,19,26,13,12,26,17,17
T6856,24,21,10,15,26,17,21,23,11,29
T6857,13,28,27,27,21,22,12,24,10,16
T6858,19,22,27,22,24,12,11,23,30,18
T6859,26,20,11,19,28,26,12,14,13,22
T6860,11,29,16,23,17,23,22,15,15,17
T6861,23,28,17,15,28,26,25,24,30,19
T6862,16,27,29,17,23,14,10,11,21,23
T6863,22,10,25,21,14,29,25,19,23,12
T6864,30,12,16,23,19,27,17,29,26,29
T6865,20,17,28,24,24,19,24,16,20,11
T6866,19,20,13,18,11,15,28,10,23,20
T6867,28,25,29,21,22,10,25,26,29,10
T6868,28,17,27,19,28,16,18,15,27,15
T6869,10,18,11,24,26,28,10,23,28,26
T6870,14,26,21,18,16,13,27,15,17,23
T6871,12,18,14,16,18,24,27,17,24,30
T6872,28,13,15,14,23,23,29,13,14,13
T6873,24,26,27,26,20,18,30,26,16,11
T6874,15,13,18,29,13,26,30,28,12,21
T6875,25,12,17,20,23,21,23,25,21,17
T6876,29,10,23,28,25,30,17,22,23,14
T6877,30,17,21,18,26,10,20,20,21,11
T6878,11,10,28,18,18,14,13,17,28,28
T6879,10,12,16,27,25,11,30,10,20,19
T6880,17,12,12,10,14,16,29,21,25,15
T6881,10,18,29,20,24,21,19,28,19,14
T6882,27,14,19,11,19,14,18,14,25,11
T6883,24,28,12,22,16,16,13,23,13,19
T6884,27,30,11,26,28,11,21,19,15,12
T6885,11,28,26,16,29,15,28,17,11,24
T6886,24,25,27,30,18,17,22,17,13,26
T6887,15,21,27,29,29,25,26,12,28,14
T6888,15,10,12,24,19,30,22,20,23,12
T6889,10,28,12,18,20,27,21,21,15,25
T6890,14,17,15,11,14,26,20,27,25,29
T6891,14,29,23,20,29,14,12,13,24,11
T6892,10,11,21,20,21,16,16,17,29,21
T6893,17,21,30,17,14,20,23,22,19,17
T6894,12,15,26,18,26,30,29,20,15,18
T6895,22,20,27,29,21,28,28,17,27,24
T6896,23,26,30,30,22,29,15,14,25,12
T6897,26,21,29,22,14,23,21,21,12,27
T6898,24,15,13,14,27,30,23,10,14,21
T6899,11,11,21,19,16,16,11,23,20,21
T6900,26,22,13,14,14,14,30,21,16,21
T6901,30,24,16,12,24,24,14,15,18,21
T6902,20,27,13,17,13,13,28,21,28,19
T6903,22,21,17,15,27,26,28,30,21,11
T6904,23,30,19,28,25,15,21,15,12,28
T6905,25,10,10,28,18,26,16,18,26,25
T6906,10,18,11,18,16,29,21,14,16,15
T6907,18,20,25,24,15,16,16,24,11,26
T6908,11,24,27,18,14,12,17,24,12,12
T6909,19,18,12,18,11,25,19,24,28,14
T6910,24,10,28,24,21,27,15,15,26,30
T6911,16,13,21,19,15,21,22,22,26,19
T6912,15,20,13,14,11,18,26,15,19,28
T6913,15,18,10,20,22,27,26,19,20,30
T6914,27,20,14,15,25,20,11,30,12,14
T6915,12,13,15,12,14,14,10,17,18,11
T6916,23,22,22,16,25,21,24,21,18,17
T6917,13,17,10,17,14,16,27,20,14,16
T6918,11,10,22,25,22,21,18,24,20,30
T6919,10,27,15,27,19,25,14,29,17,30
T6920,24,24,13,22,23,26,28,14,25,11
T6921,29,15,28,16,28,24,25,13,10,17
T6922,24,27,30,28,13,12,16,21,19,11
T6923,23,14,16,23,28,21,24,18,11,10
T6924,13,28,16,20,11,21,20,25,10,11
T6925,24,19,28,20,26,14,19,11,18,12
T6926,17,22,16,21,13,22,30,15,12,14
T6927,10,23,17,30,18,22,22,21,12,28
T6928,25,23,20,13,26,21,28,26,16,28
T6929,28,11,21,28,13,29,27,18,24,11
T6930,22,10,17,29,12,26,18,23,17,13
T6931,13,25,19,10,19,26,22,29,13,30
T6932,20,24,14,18,22,10,25,25,21,16
T6933,23,15,15,30,12,13,27,26,29,27
T6934,26,25,21,28,15,28,29,28,10,24
T6935,18,22,23,16,22,30,19,18,24,23
T6936,17,28,13,22,16,19,25,22,26,16
T6937,26,29,12,29,12,19,25,15,18,24
T6938,11,30,10,25,13,27,14,17,21,10
T6939,26,16,14,10,22,12,25,15,26,17
T6940,10,22,30,27,14,20,15,24,23,17
T6941,24,11,19,27,24,11,20,12,25,22
T6942,29,10,16,28,30,28,27,23,27,14
T6943,24,17,21,14,19,24,30,12,27,12
T6944,10,15,22,11,10,27,20,11,24,11
T6945,17,24,10,27,29,24,29,14,26,22
T6946,15,26,24,12,15,25,11,25,11,23
T6947,10,27,11,21,26,22,11,26,17,23
T6948,21,29,17,26,12,16,24,29,16,22
T6949,12,13,18,16,22,19,10,13,14,14
T6950,26,13,27,16,29,16,17,29,12,25
T6951,27,11,26,30,19,16,29,27,19,22
T6952,22,25,25,22,19,11,20,14,16,19
T6953,23,27,16,20,25,12,22,11,25,16
T6954,11,17,21,15,10,12,11,18,12,17
T6955,13,30,12,16,12,20,17,29,27,22
T6956,15,25,27,11,24,15,23,21,27,26
T6957,16,29,18,27,12,14,21,10,27,15
T6958,11,18,26,25,24,25,22,24,21,22
T6959,16,14,23,23,11,16,26,16,10,28
T6960,12,11,24,14,11,11,22,11,22,12
T6961,30,24,27,20,15,23,27,15,11,14
T6962,26,15,15,10,16,21,27,28,16,17
T6963,19,26,22,28,10,13,16,21,18,22
T6964,20,28,22,15,12,27,29,14,13,16
T6965,18,25,23,30,16,30,20,28,19,12
T6966,22,16,25,28,25,16,27,28,30,16
T6967,28,10,17,22,22,11,14,20,28,26
T6968,10,18,30,17,27,27,13,12,28,28
T6969,15,18,24,25,25,24,22,23,12,10
T6970,11,25,12,22,19,23,21,18,19,22
T6971,29,11,23,23,16,23,14,22,18,18
T6972,26,13,29,15,24,27,12,24,20,12
T6973,22,28,13,26,30,24,12,25,19,20
T6974,25,15,26,14,14,29,12,29,26,28
T6975,14,12,27,11,15,12,28,27,12,30
T6976,24,30,12,13,30,19,28,13,19,25
T6977,14,12,21,19,16,20,23,17,18,11
T6978,25,23,20,13,20,10,16,30,24,29
T6979,26,24,23,24,21,22,21,15,11,23
T6980,26,22,14,27,20,14,14,20,30,20
T6981,13,18,21,30,13,11,10,24,28,11
T6982,27,25,20,23,22,25,15,16,11,21
T6983,16,14,27,19,15,28,24,27,11,12
T6984,23,22,16,13,23,18,13,15,11,14
T6985,15,24,11,24,15,24,22,29,15,19
T6986,18,25,27,26,26,16,23,12,19,23
T6987,15,10,27,30,21,11,19,18,28,30
T6988,13,11,10,15,25,19,13,12,20,11
T6989,13,22,18,17,15,27,14,16,21,24
T6990,11,20,29,16,27,21,13,21,14,30
T6991,19,30,14,12,10,10,29,28,23,24
T6992,23,24,25,17,19,16,30,17,11,17
T6993,17,26,11,24,25,27,17,10,18,11
T6994,26,13,15,14,27,30,22,15,20,21
T6995,10,20,26,30,23,26,16,25,21,15
T6996,17,22,22,10,25,28,16,11,27,25
T6997,23,30,26,19,11,26,23,13,22,18
T6998,23,29,30,12,20,19,28,26,27,30
T6999,18,29,29,14,19,18,12,21,20,29
T7000,28,16,26,29,19,28,13,30,29,20
T7001,26,16,23,11,24,21,18,11,20,30
T7002,14,28,19,11,11,14,15,16,13,22
T7003,28,16,15,28,21,15,23,26,20,23
T7004,22,18,15,18,28,16,20,24,21,28
T7005,13,17,25,18,27,30,12,23,15,10
T7006,12,16,20,21,27,12,13,27,24,21
T7007,19,24,21,22,23,20,20,23,23,10
T7008,10,28,26,25,20,15,14,10,14,12
T7009,25,17,16,25,17,21,30,30,23,11
T7010,26,13,19,12,14,16,17,23,18,11
T7011,19,16,14,28,12,29,13,11,28,29
T7012,29,25,14,10,27,29,15,27,23,18
T7013,10,12,21,28,27,19,27,18,22,16
T7014,15,10,11,23,19,13,12,22,10,23
T7015,30,22,21,27,27,29,19,22,15,18
T7016,28,13,19,24,24,21,10,28,21,29
T7017,30,14,24,27,17,26,25,24,20,29
